month,market,product,budget_revenue,budget_cost,budget_expense,budget_profit
2025-10,Japan,Washer-Dryer,755765.33,392997.97,136037.76,226729.6
2025-10,Japan,Other Smart Home,850235.99,408113.28,153042.48,289080.24
2025-10,Rest of Europe,Robot Vacuum,5195886.63,2338148.98,935259.59,1922478.05
2025-10,Rest of Europe,Wet-Dry Vacuum,1700471.99,816226.55,306084.96,578160.48
2025-10,Rest of Europe,Stick Vacuum,944706.66,472353.33,170047.2,302306.13
2025-10,Rest of Europe,Washer-Dryer,755765.33,392997.97,136037.76,226729.6
2025-10,Rest of Europe,Other Smart Home,850235.99,408113.28,153042.48,289080.24
2025-10,Rest of Asia,Robot Vacuum,3711347.59,1670106.42,668042.57,1373198.61
2025-10,Rest of Asia,Wet-Dry Vacuum,1214622.85,583018.97,218632.11,412971.77
2025-10,Rest of Asia,Stick Vacuum,674790.47,337395.24,121462.28,215932.95
2025-10,Rest of Asia,Washer-Dryer,539832.38,280712.84,97169.83,161949.71
2025-10,Rest of Asia,Other Smart Home,607311.42,291509.48,109316.06,206485.88
2025-11,China,Robot Vacuum,37548257.2,16896715.74,6758686.3,13892855.16
2025-11,China,Wet-Dry Vacuum,12288520.54,5898489.86,2211933.7,4178096.98
2025-11,China,Stick Vacuum,6826955.85,3413477.93,1228852.05,2184625.87
2025-11,China,Washer-Dryer,5461564.68,2840013.64,983081.64,1638469.41
2025-11,China,Other Smart Home,6144260.27,2949244.93,1105966.85,2089048.49
2025-11,United States,Robot Vacuum,13517372.59,6082817.67,2433127.07,5001427.86
2025-11,United States,Wet-Dry Vacuum,4423867.39,2123456.35,796296.13,1504114.91
2025-11,United States,Stick Vacuum,2457704.11,1228852.05,442386.74,786465.31
2025-11,United States,Washer-Dryer,1966163.29,1022404.91,353909.39,589848.99
2025-11,United States,Other Smart Home,2211933.7,1061728.17,398148.07,752057.46
2025-11,Germany,Robot Vacuum,6007721.15,2703474.52,1081389.81,2222856.83
2025-11,Germany,Wet-Dry Vacuum,1966163.29,943758.38,353909.39,668495.52
2025-11,Germany,Stick Vacuum,1092312.94,546156.47,196616.33,349540.14
2025-11,Germany,Washer-Dryer,873850.35,454402.18,157293.06,262155.1
2025-11,Germany,Other Smart Home,983081.64,471879.19,176954.7,334247.76
2025-11,United Kingdom,Robot Vacuum,3754825.72,1689671.57,675868.63,1389285.52
2025-11,United Kingdom,Wet-Dry Vacuum,1228852.05,589848.99,221193.37,417809.7
2025-11,United Kingdom,Stick Vacuum,682695.59,341347.79,122885.21,218462.59
2025-11,United Kingdom,Washer-Dryer,546156.47,284001.36,98308.16,163846.94
2025-11,United Kingdom,Other Smart Home,614426.03,294924.49,110596.68,208904.85
2025-11,Japan,Robot Vacuum,5256756.01,2365540.2,946216.08,1944999.72
2025-11,Japan,Wet-Dry Vacuum,1720392.88,825788.58,309670.72,584933.58
2025-11,Japan,Stick Vacuum,955773.82,477886.91,172039.29,305847.62
2025-11,Japan,Washer-Dryer,764619.06,397601.91,137631.43,229385.72
2025-11,Japan,Other Smart Home,860196.44,412894.29,154835.36,292466.79
2025-11,Rest of Europe,Robot Vacuum,5256756.01,2365540.2,946216.08,1944999.72
2025-11,Rest of Europe,Wet-Dry Vacuum,1720392.88,825788.58,309670.72,584933.58
2025-11,Rest of Europe,Stick Vacuum,955773.82,477886.91,172039.29,305847.62
2025-11,Rest of Europe,Washer-Dryer,764619.06,397601.91,137631.43,229385.72
2025-11,Rest of Europe,Other Smart Home,860196.44,412894.29,154835.36,292466.79
2025-11,Rest of Asia,Robot Vacuum,3754825.72,1689671.57,675868.63,1389285.52
2025-11,Rest of Asia,Wet-Dry Vacuum,1228852.05,589848.99,221193.37,417809.7
2025-11,Rest of Asia,Stick Vacuum,682695.59,341347.79,122885.21,218462.59
2025-11,Rest of Asia,Washer-Dryer,546156.47,284001.36,98308.16,163846.94
2025-11,Rest of Asia,Other Smart Home,614426.03,294924.49,110596.68,208904.85
2025-12,China,Robot Vacuum,37988131.91,17094659.36,6837863.74,14055608.81
2025-12,China,Wet-Dry Vacuum,12432479.54,5967590.18,2237846.32,4227043.04
2025-12,China,Stick Vacuum,6906933.08,3453466.54,1243247.95,2210218.58
2025-12,China,Washer-Dryer,5525546.46,2873284.16,994598.36,1657663.94
2025-12,China,Other Smart Home,6216239.77,2983795.09,1118923.16,2113521.52
2025-12,United States,Robot Vacuum,13675727.49,6154077.37,2461630.95,5060019.17
2025-12,United States,Wet-Dry Vacuum,4475692.63,2148332.46,805624.67,1521735.5
2025-12,United States,Stick Vacuum,2486495.91,1243247.95,447569.26,795678.69
2025-12,United States,Washer-Dryer,1989196.73,1034382.3,358055.41,596759.02
2025-12,United States,Other Smart Home,2237846.32,1074166.23,402812.34,760867.75
2025-12,Germany,Robot Vacuum,6078101.11,2735145.5,1094058.2,2248897.41
2025-12,Germany,Wet-Dry Vacuum,1989196.73,954814.43,358055.41,676326.89
2025-12,Germany,Stick Vacuum,1105109.29,552554.65,198919.67,353634.97
2025-12,Germany,Washer-Dryer,884087.43,459725.47,159135.74,265226.23
2025-12,Germany,Other Smart Home,994598.36,477407.21,179027.71,338163.44
2025-12,United Kingdom,Robot Vacuum,3798813.19,1709465.94,683786.37,1405560.88
2025-12,United Kingdom,Wet-Dry Vacuum,1243247.95,596759.02,223784.63,422704.3
2025-12,United Kingdom,Stick Vacuum,690693.31,345346.65,124324.8,221021.86
2025-12,United Kingdom,Washer-Dryer,552554.65,287328.42,99459.84,165766.39
2025-12,United Kingdom,Other Smart Home,621623.98,298379.51,111892.32,211352.15
2025-12,Japan,Robot Vacuum,5318338.47,2393252.31,957300.92,1967785.23
2025-12,Japan,Wet-Dry Vacuum,1740547.13,835462.62,313298.48,591786.03
2025-12,Japan,Stick Vacuum,966970.63,483485.32,174054.71,309430.6
2025-12,Japan,Washer-Dryer,773576.5,402259.78,139243.77,232072.95
2025-12,Japan,Other Smart Home,870273.57,417731.31,156649.24,295893.01
2025-12,Rest of Europe,Robot Vacuum,5318338.47,2393252.31,957300.92,1967785.23
2025-12,Rest of Europe,Wet-Dry Vacuum,1740547.13,835462.62,313298.48,591786.03
2025-12,Rest of Europe,Stick Vacuum,966970.63,483485.32,174054.71,309430.6
2025-12,Rest of Europe,Washer-Dryer,773576.5,402259.78,139243.77,232072.95
2025-12,Rest of Europe,Other Smart Home,870273.57,417731.31,156649.24,295893.01
2025-12,Rest of Asia,Robot Vacuum,3798813.19,1709465.94,683786.37,1405560.88
2025-12,Rest of Asia,Wet-Dry Vacuum,1243247.95,596759.02,223784.63,422704.3
2025-12,Rest of Asia,Stick Vacuum,690693.31,345346.65,124324.8,221021.86
2025-12,Rest of Asia,Washer-Dryer,552554.65,287328.42,99459.84,165766.39
2025-12,Rest of Asia,Other Smart Home,621623.98,298379.51,111892.32,211352.15
2026-01,China,Robot Vacuum,38433159.72,17294921.87,6917968.75,14220269.1
2026-01,China,Wet-Dry Vacuum,12578125.0,6037500.0,2264062.5,4276562.5
2026-01,China,Stick Vacuum,6987847.22,3493923.61,1257812.5,2236111.11
2026-01,China,Washer-Dryer,5590277.78,2906944.44,1006250.0,1677083.33
2026-01,China,Other Smart Home,6289062.5,3018750.0,1132031.25,2138281.25
2026-01,United States,Robot Vacuum,13835937.5,6226171.87,2490468.75,5119296.87
2026-01,United States,Wet-Dry Vacuum,4528125.0,2173500.0,815062.5,1539562.5
2026-01,United States,Stick Vacuum,2515625.0,1257812.5,452812.5,805000.0
2026-01,United States,Washer-Dryer,2012500.0,1046500.0,362250.0,603750.0
2026-01,United States,Other Smart Home,2264062.5,1086750.0,407531.25,769781.25
2026-01,Germany,Robot Vacuum,6149305.56,2767187.5,1106875.0,2275243.06
2026-01,Germany,Wet-Dry Vacuum,2012500.0,966000.0,362250.0,684250.0
2026-01,Germany,Stick Vacuum,1118055.56,559027.78,201250.0,357777.78
2026-01,Germany,Washer-Dryer,894444.44,465111.11,161000.0,268333.33
2026-01,Germany,Other Smart Home,1006250.0,483000.0,181125.0,342125.0
2026-01,United Kingdom,Robot Vacuum,3843315.97,1729492.19,691796.87,1422026.91
2026-01,United Kingdom,Wet-Dry Vacuum,1257812.5,603750.0,226406.25,427656.25
2026-01,United Kingdom,Stick Vacuum,698784.72,349392.36,125781.25,223611.11
2026-01,United Kingdom,Washer-Dryer,559027.78,290694.44,100625.0,167708.33
2026-01,United Kingdom,Other Smart Home,628906.25,301875.0,113203.12,213828.12
2026-01,Japan,Robot Vacuum,5380642.36,2421289.06,968515.62,1990837.67
2026-01,Japan,Wet-Dry Vacuum,1760937.5,845250.0,316968.75,598718.75
2026-01,Japan,Stick Vacuum,978298.61,489149.31,176093.75,313055.56
2026-01,Japan,Washer-Dryer,782638.89,406972.22,140875.0,234791.67
2026-01,Japan,Other Smart Home,880468.75,422625.0,158484.37,299359.38
2026-01,Rest of Europe,Robot Vacuum,5380642.36,2421289.06,968515.62,1990837.67
2026-01,Rest of Europe,Wet-Dry Vacuum,1760937.5,845250.0,316968.75,598718.75
2026-01,Rest of Europe,Stick Vacuum,978298.61,489149.31,176093.75,313055.56
2026-01,Rest of Europe,Washer-Dryer,782638.89,406972.22,140875.0,234791.67
2026-01,Rest of Europe,Other Smart Home,880468.75,422625.0,158484.37,299359.38
2026-01,Rest of Asia,Robot Vacuum,3843315.97,1729492.19,691796.87,1422026.91
2026-01,Rest of Asia,Wet-Dry Vacuum,1257812.5,603750.0,226406.25,427656.25
2026-01,Rest of Asia,Stick Vacuum,698784.72,349392.36,125781.25,223611.11
2026-01,Rest of Asia,Washer-Dryer,559027.78,290694.44,100625.0,167708.33
2026-01,Rest of Asia,Other Smart Home,628906.25,301875.0,113203.12,213828.12
2026-02,China,Robot Vacuum,38883401.0,17497530.45,6999012.18,14386858.37
2026-02,China,Wet-Dry Vacuum,12725476.69,6108228.81,2290585.8,4326662.07
2026-02,China,Stick Vacuum,7069709.27,3534854.64,1272547.67,2262306.97
2026-02,China,Washer-Dryer,5655767.42,2940999.06,1018038.14,1696730.23
2026-02,China,Other Smart Home,6362738.34,3054114.41,1145292.9,2163331.04
2026-02,United States,Robot Vacuum,13998024.36,6299110.96,2519644.38,5179269.01
2026-02,United States,Wet-Dry Vacuum,4581171.61,2198962.37,824610.89,1557598.35
2026-02,United States,Stick Vacuum,2545095.34,1272547.67,458117.16,814430.51
2026-02,United States,Washer-Dryer,2036076.27,1058759.66,366493.73,610822.88
2026-02,United States,Other Smart Home,2290585.8,1099481.19,412305.44,778799.17
2026-02,Germany,Robot Vacuum,6221344.16,2799604.87,1119841.95,2301897.34
2026-02,Germany,Wet-Dry Vacuum,2036076.27,977316.61,366493.73,692265.93
2026-02,Germany,Stick Vacuum,1131153.48,565576.74,203607.63,361969.11
2026-02,Germany,Washer-Dryer,904922.79,470559.85,162886.1,271476.84
2026-02,Germany,Other Smart Home,1018038.14,488658.3,183246.86,346132.97
2026-02,United Kingdom,Robot Vacuum,3888340.1,1749753.04,699901.22,1438685.84
2026-02,United Kingdom,Wet-Dry Vacuum,1272547.67,610822.88,229058.58,432666.21
2026-02,United Kingdom,Stick Vacuum,706970.93,353485.46,127254.77,226230.7
2026-02,United Kingdom,Washer-Dryer,565576.74,294099.91,101803.81,169673.02
2026-02,United Kingdom,Other Smart Home,636273.83,305411.44,114529.29,216333.1
2026-02,Japan,Robot Vacuum,5443676.14,2449654.26,979861.71,2014160.17
2026-02,Japan,Wet-Dry Vacuum,1781566.74,855152.03,320682.01,605732.69
2026-02,Japan,Stick Vacuum,989759.3,494879.65,178156.67,316722.98
2026-02,Japan,Washer-Dryer,791807.44,411739.87,142525.34,237542.23
2026-02,Japan,Other Smart Home,890783.37,427576.02,160341.01,302866.35
2026-02,Rest of Europe,Robot Vacuum,5443676.14,2449654.26,979861.71,2014160.17
2026-02,Rest of Europe,Wet-Dry Vacuum,1781566.74,855152.03,320682.01,605732.69
2026-02,Rest of Europe,Stick Vacuum,989759.3,494879.65,178156.67,316722.98
2026-02,Rest of Europe,Washer-Dryer,791807.44,411739.87,142525.34,237542.23
2026-02,Rest of Europe,Other Smart Home,890783.37,427576.02,160341.01,302866.35
2026-02,Rest of Asia,Robot Vacuum,3888340.1,1749753.04,699901.22,1438685.84
2026-02,Rest of Asia,Wet-Dry Vacuum,1272547.67,610822.88,229058.58,432666.21
2026-02,Rest of Asia,Stick Vacuum,706970.93,353485.46,127254.77,226230.7
2026-02,Rest of Asia,Washer-Dryer,565576.74,294099.91,101803.81,169673.02
2026-02,Rest of Asia,Other Smart Home,636273.83,305411.44,114529.29,216333.1
2026-03,China,Robot Vacuum,39338916.81,17702512.56,7081005.03,14555399.22
2026-03,China,Wet-Dry Vacuum,12874554.59,6179786.2,2317419.83,4377348.56
2026-03,China,Stick Vacuum,7152530.33,3576265.16,1287455.46,2288809.71
2026-03,China,Washer-Dryer,5722024.26,2975452.62,1029964.37,1716607.28
2026-03,China,Other Smart Home,6437277.3,3089893.1,1158709.91,2188674.28
2026-03,United States,Robot Vacuum,14162010.05,6372904.52,2549161.81,5239943.72
2026-03,United States,Wet-Dry Vacuum,4634839.65,2224723.03,834271.14,1575845.48
2026-03,United States,Stick Vacuum,2574910.92,1287455.46,463483.97,823971.49
2026-03,United States,Washer-Dryer,2059928.73,1071162.94,370787.17,617978.62
2026-03,United States,Other Smart Home,2317419.83,1112361.52,417135.57,787922.74
2026-03,Germany,Robot Vacuum,6294226.69,2832402.01,1132960.8,2328863.88
2026-03,Germany,Wet-Dry Vacuum,2059928.73,988765.79,370787.17,700375.77
2026-03,Germany,Stick Vacuum,1144404.85,572202.43,205992.87,366209.55
2026-03,Germany,Washer-Dryer,915523.88,476072.42,164794.3,274657.16
2026-03,Germany,Other Smart Home,1029964.37,494382.9,185393.59,350187.88
2026-03,United Kingdom,Robot Vacuum,3933891.68,1770251.26,708100.5,1455539.92
2026-03,United Kingdom,Wet-Dry Vacuum,1287455.46,617978.62,231741.98,437734.86
2026-03,United Kingdom,Stick Vacuum,715253.03,357626.52,128745.55,228880.97
2026-03,United Kingdom,Washer-Dryer,572202.43,297545.26,102996.44,171660.73
2026-03,United Kingdom,Other Smart Home,643727.73,308989.31,115870.99,218867.43
2026-03,Japan,Robot Vacuum,5507448.35,2478351.76,991340.7,2037755.89
2026-03,Japan,Wet-Dry Vacuum,1802437.64,865170.07,324438.78,612828.8
2026-03,Japan,Stick Vacuum,1001354.25,500677.12,180243.76,320433.36
2026-03,Japan,Washer-Dryer,801083.4,416563.37,144195.01,240325.02
2026-03,Japan,Other Smart Home,901218.82,432585.03,162219.39,306414.4
2026-03,Rest of Europe,Robot Vacuum,5507448.35,2478351.76,991340.7,2037755.89
2026-03,Rest of Europe,Wet-Dry Vacuum,1802437.64,865170.07,324438.78,612828.8
2026-03,Rest of Europe,Stick Vacuum,1001354.25,500677.12,180243.76,320433.36
2026-03,Rest of Europe,Washer-Dryer,801083.4,416563.37,144195.01,240325.02
2026-03,Rest of Europe,Other Smart Home,901218.82,432585.03,162219.39,306414.4
2026-03,Rest of Asia,Robot Vacuum,3933891.68,1770251.26,708100.5,1455539.92
2026-03,Rest of Asia,Wet-Dry Vacuum,1287455.46,617978.62,231741.98,437734.86
2026-03,Rest of Asia,Stick Vacuum,715253.03,357626.52,128745.55,228880.97
2026-03,Rest of Asia,Washer-Dryer,572202.43,297545.26,102996.44,171660.73
2026-03,Rest of Asia,Other Smart Home,643727.73,308989.31,115870.99,218867.43
2026-04,China,Robot Vacuum,39799768.95,17909896.03,7163958.41,14725914.51
2026-04,China,Wet-Dry Vacuum,13025378.93,6252181.89,2344568.21,4428628.84
2026-04,China,Stick Vacuum,7236321.63,3618160.81,1302537.89,2315622.92
2026-04,China,Washer-Dryer,5789057.3,3010309.8,1042030.31,1736717.19
2026-04,China,Other Smart Home,6512689.46,3126090.94,1172284.1,2214314.42
2026-04,United States,Robot Vacuum,14327916.82,6447562.57,2579025.03,5301329.22
2026-04,United States,Wet-Dry Vacuum,4689136.41,2250785.48,844044.55,1594306.38
2026-04,United States,Stick Vacuum,2605075.79,1302537.89,468913.64,833624.25
2026-04,United States,Washer-Dryer,2084060.63,1083711.53,375130.91,625218.19
2026-04,United States,Other Smart Home,2344568.21,1125392.74,422022.28,797153.19
2026-04,Germany,Robot Vacuum,6367963.03,2865583.36,1146233.35,2356146.32
2026-04,Germany,Wet-Dry Vacuum,2084060.63,1000349.1,375130.91,708580.61
2026-04,Germany,Stick Vacuum,1157811.46,578905.73,208406.06,370499.67
2026-04,Germany,Washer-Dryer,926249.17,481649.57,166724.85,277874.75
2026-04,Germany,Other Smart Home,1042030.31,500174.55,187565.46,354290.31
2026-04,United Kingdom,Robot Vacuum,3979976.89,1790989.6,716395.84,1472591.45
2026-04,United Kingdom,Wet-Dry Vacuum,1302537.89,625218.19,234456.82,442862.88
2026-04,United Kingdom,Stick Vacuum,723632.16,361816.08,130253.79,231562.29
2026-04,United Kingdom,Washer-Dryer,578905.73,301030.98,104203.03,173671.72
2026-04,United Kingdom,Other Smart Home,651268.95,312609.09,117228.41,221431.44
2026-04,Japan,Robot Vacuum,5571967.65,2507385.44,1002954.18,2061628.03
2026-04,Japan,Wet-Dry Vacuum,1823553.05,875305.46,328239.55,620008.04
2026-04,Japan,Stick Vacuum,1013085.03,506542.51,182355.31,324187.21
2026-04,Japan,Washer-Dryer,810468.02,421443.37,145884.24,243140.41
2026-04,Japan,Other Smart Home,911776.53,437652.73,164119.77,310004.02
2026-04,Rest of Europe,Robot Vacuum,5571967.65,2507385.44,1002954.18,2061628.03
2026-04,Rest of Europe,Wet-Dry Vacuum,1823553.05,875305.46,328239.55,620008.04
2026-04,Rest of Europe,Stick Vacuum,1013085.03,506542.51,182355.31,324187.21
2026-04,Rest of Europe,Washer-Dryer,810468.02,421443.37,145884.24,243140.41
2026-04,Rest of Europe,Other Smart Home,911776.53,437652.73,164119.77,310004.02
2026-04,Rest of Asia,Robot Vacuum,3979976.89,1790989.6,716395.84,1472591.45
2026-04,Rest of Asia,Wet-Dry Vacuum,1302537.89,625218.19,234456.82,442862.88
2026-04,Rest of Asia,Stick Vacuum,723632.16,361816.08,130253.79,231562.29
2026-04,Rest of Asia,Washer-Dryer,578905.73,301030.98,104203.03,173671.72
2026-04,Rest of Asia,Other Smart Home,651268.95,312609.09,117228.41,221431.44
2026-05,China,Robot Vacuum,40266019.94,18119708.97,7247883.59,14898427.38
2026-05,China,Wet-Dry Vacuum,13177970.16,6325425.68,2372034.63,4480509.85
2026-05,China,Stick Vacuum,7321094.53,3660547.27,1317797.02,2342750.25
2026-05,China,Washer-Dryer,5856875.63,3045575.33,1054237.61,1757062.69
2026-05,China,Other Smart Home,6588985.08,3162712.84,1186017.31,2240254.93
2026-05,United States,Robot Vacuum,14495767.18,6523095.23,2609238.09,5363433.86
2026-05,United States,Wet-Dry Vacuum,4744069.26,2277153.24,853932.47,1612983.55
2026-05,United States,Stick Vacuum,2635594.03,1317797.02,474406.93,843390.09
2026-05,United States,Washer-Dryer,2108475.23,1096407.12,379525.54,632542.57
2026-05,United States,Other Smart Home,2372034.63,1138576.62,426966.23,806491.77
2026-05,Germany,Robot Vacuum,6442563.19,2899153.44,1159661.37,2383748.38
2026-05,Germany,Wet-Dry Vacuum,2108475.23,1012068.11,379525.54,716881.58
2026-05,Germany,Stick Vacuum,1171375.13,585687.56,210847.52,374840.04
2026-05,Germany,Washer-Dryer,937100.1,487292.05,168678.02,281130.03
2026-05,Germany,Other Smart Home,1054237.61,506034.05,189762.77,358440.79
2026-05,United Kingdom,Robot Vacuum,4026601.99,1811970.9,724788.36,1489842.74
2026-05,United Kingdom,Wet-Dry Vacuum,1317797.02,632542.57,237203.46,448050.99
2026-05,United Kingdom,Stick Vacuum,732109.45,366054.73,131779.7,234275.03
2026-05,United Kingdom,Washer-Dryer,585687.56,304557.53,105423.76,175706.27
2026-05,United Kingdom,Other Smart Home,658898.51,316271.28,118601.73,224025.49
2026-05,Japan,Robot Vacuum,5637242.79,2536759.26,1014703.7,2085779.83
2026-05,Japan,Wet-Dry Vacuum,1844915.82,885559.59,332084.85,627271.38
2026-05,Japan,Stick Vacuum,1024953.23,512476.62,184491.58,327985.04
2026-05,Japan,Washer-Dryer,819962.59,426380.55,147593.27,245988.78
2026-05,Japan,Other Smart Home,922457.91,442779.8,166042.42,313635.69
2026-05,Rest of Europe,Robot Vacuum,5637242.79,2536759.26,1014703.7,2085779.83
2026-05,Rest of Europe,Wet-Dry Vacuum,1844915.82,885559.59,332084.85,627271.38
2026-05,Rest of Europe,Stick Vacuum,1024953.23,512476.62,184491.58,327985.04
2026-05,Rest of Europe,Washer-Dryer,819962.59,426380.55,147593.27,245988.78
2026-05,Rest of Europe,Other Smart Home,922457.91,442779.8,166042.42,313635.69
2026-05,Rest of Asia,Robot Vacuum,4026601.99,1811970.9,724788.36,1489842.74
2026-05,Rest of Asia,Wet-Dry Vacuum,1317797.02,632542.57,237203.46,448050.99
2026-05,Rest of Asia,Stick Vacuum,732109.45,366054.73,131779.7,234275.03
2026-05,Rest of Asia,Washer-Dryer,585687.56,304557.53,105423.76,175706.27
2026-05,Rest of Asia,Other Smart Home,658898.51,316271.28,118601.73,224025.49
2026-06,China,Robot Vacuum,40737733.01,18331979.86,7332791.94,15072961.22
2026-06,China,Wet-Dry Vacuum,13332348.99,6399527.51,2399822.82,4532998.66
2026-06,China,Stick Vacuum,7406860.55,3703430.27,1333234.9,2370195.38
2026-06,China,Washer-Dryer,5925488.44,3081253.99,1066587.92,1777646.53
2026-06,China,Other Smart Home,6666174.49,3199763.76,1199911.41,2266499.33
2026-06,United States,Robot Vacuum,14665583.89,6599512.75,2639805.1,5426266.04
2026-06,United States,Wet-Dry Vacuum,4799645.64,2303829.9,863936.21,1631879.52
2026-06,United States,Stick Vacuum,2666469.8,1333234.9,479964.56,853270.34
2026-06,United States,Washer-Dryer,2133175.84,1109251.44,383971.65,639952.75
2026-06,United States,Other Smart Home,2399822.82,1151914.95,431968.11,815939.76
2026-06,Germany,Robot Vacuum,6518037.28,2933116.78,1173246.71,2411673.79
2026-06,Germany,Wet-Dry Vacuum,2133175.84,1023924.4,383971.65,725279.78
2026-06,Germany,Stick Vacuum,1185097.69,592548.84,213317.58,379231.26
2026-06,Germany,Washer-Dryer,948078.15,493000.64,170654.07,284423.45
2026-06,Germany,Other Smart Home,1066587.92,511962.2,191985.83,362639.89
2026-06,United Kingdom,Robot Vacuum,4073773.3,1833197.99,733279.19,1507296.12
2026-06,United Kingdom,Wet-Dry Vacuum,1333234.9,639952.75,239982.28,453299.87
2026-06,United Kingdom,Stick Vacuum,740686.05,370343.03,133323.49,237019.54
2026-06,United Kingdom,Washer-Dryer,592548.84,308125.4,106658.79,177764.65
2026-06,United Kingdom,Other Smart Home,666617.45,319976.38,119991.14,226649.93
2026-06,Japan,Robot Vacuum,5703282.62,2566477.18,1026590.87,2110214.57
2026-06,Japan,Wet-Dry Vacuum,1866528.86,895933.85,335975.19,634619.81
2026-06,Japan,Stick Vacuum,1036960.48,518480.24,186652.89,331827.35
2026-06,Japan,Washer-Dryer,829568.38,431375.56,149322.31,248870.51
2026-06,Japan,Other Smart Home,933264.43,447966.93,167987.6,317309.91
2026-06,Rest of Europe,Robot Vacuum,5703282.62,2566477.18,1026590.87,2110214.57
2026-06,Rest of Europe,Wet-Dry Vacuum,1866528.86,895933.85,335975.19,634619.81
2026-06,Rest of Europe,Stick Vacuum,1036960.48,518480.24,186652.89,331827.35
2026-06,Rest of Europe,Washer-Dryer,829568.38,431375.56,149322.31,248870.51
2026-06,Rest of Europe,Other Smart Home,933264.43,447966.93,167987.6,317309.91
2026-06,Rest of Asia,Robot Vacuum,4073773.3,1833197.99,733279.19,1507296.12
2026-06,Rest of Asia,Wet-Dry Vacuum,1333234.9,639952.75,239982.28,453299.87
2026-06,Rest of Asia,Stick Vacuum,740686.05,370343.03,133323.49,237019.54
2026-06,Rest of Asia,Washer-Dryer,592548.84,308125.4,106658.79,177764.65
2026-06,Rest of Asia,Other Smart Home,666617.45,319976.38,119991.14,226649.93
